,DEC_LAT,DEC_LONG,DRINKING_DRIVER,CELL_PHONE,RUNNING_RED_LT,AGGRESSIVE_DRIVING,DISTRACTED,DRUGGED_DRIVER,ILLEGAL_DRUG_RELATED,RUNNING_STOP_SIGN,NEIGHBORHOOD
28386,40.46099854,-79.9332962,0,0,0,1,0,0,0,1,Friendship
28387,40.45970154,-79.92079926,0,0,0,1,0,0,0,0,Shadyside
28389,40.46709824,-79.8973999,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
28390,40.45439911,-79.94779968,0,0,0,1,0,0,0,0,Bloomfield
28391,40.48789978,-79.92030334,0,0,0,0,0,0,0,0,Morningside
28392,40.45660019,-80.00479889,0,0,0,0,0,0,0,0,Central Northside
28393,40.45849991,-79.9917984,1,0,0,0,1,0,0,0,Troy Hill
28394,40.49319839,-80.01139832,0,0,0,0,1,0,0,0,Perry North
28395,40.38439941,-79.98439789,0,0,0,0,0,0,0,0,Carrick
28397,40.44449997,-80.04129791,1,0,0,0,0,1,1,0,Elliott
28398,40.43299866,-80.02919769,0,0,0,0,0,0,0,0,West End
28399,40.40499878,-80.02999878,0,0,0,0,0,0,0,0,Beechview
28401,40.41799927,-79.96690369,0,0,0,0,0,0,0,0,South Side Slopes
28403,40.3927002,-79.99729919,0,0,0,1,0,0,0,0,Overbrook
28404,40.44049835,-80.03559875,0,0,0,0,0,0,0,0,West End
28406,40.41690063,-80.01439667,0,0,0,1,0,0,0,0,Mount Washington
28407,40.37749863,-80.0039978,0,0,0,1,0,0,0,0,Overbrook
28408,40.43030167,-80.02709961,0,0,0,0,1,0,0,0,Duquesne Heights
28409,40.45299911,-80.03939819,0,0,0,0,0,0,0,0,Esplen
28413,40.47040176,-79.96050262,0,0,0,0,0,0,0,0,Central Lawrenceville
28414,40.41199875,-80.00240326,0,0,0,0,0,0,0,0,Beltzhoover
28415,40.4355011,-79.98410034,0,0,0,1,0,0,0,0,Bluff
28417,40.46429825,-79.96320343,0,0,0,1,0,0,0,0,Lower Lawrenceville
28418,40.43809891,-79.98419952,0,0,0,0,0,0,0,0,Bluff
28419,40.40810013,-79.94180298,0,0,0,1,0,0,0,0,Hazelwood
28420,40.44400024,-79.92389679,0,0,0,1,0,0,0,0,Squirrel Hill North
28421,40.43980026,-79.92310333,0,0,0,1,0,0,0,1,Squirrel Hill North
28424,40.46160126,-79.99980164,0,0,0,1,0,0,0,0,Fineview
28431,40.48590088,-80.00859833,0,0,0,1,0,0,0,0,Summer Hill
28436,40.42919922,-79.94190216,0,0,0,1,0,0,0,0,Greenfield
28439,40.47019958,-79.90850067,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
28441,40.47940063,-79.92220306,0,0,0,0,1,0,0,0,Highland Park
28444,40.43809891,-80.01270294,0,0,0,1,0,0,0,0,South Shore
28447,40.45470047,-79.93789673,0,0,0,1,0,0,0,0,Shadyside
28450,40.44430161,-79.9178009,0,0,0,1,0,0,0,0,Squirrel Hill North
28451,40.3667984,-79.90989685,0,0,0,1,0,0,0,0,Lincoln Place
28452,40.44860077,-79.89949799,0,0,0,1,0,0,0,0,Point Breeze North
28455,40.46829987,-79.92299652,0,0,0,0,0,0,0,0,East Liberty
28456,40.45410156,-79.94920349,0,0,0,0,0,0,0,0,Bloomfield
28457,40.46409988,-79.92510223,0,0,0,1,0,0,0,0,East Liberty
28458,40.48059845,-79.94100189,0,0,0,0,0,0,0,0,Stanton Heights
28465,40.42699814,-79.9197998,0,0,0,0,0,0,0,0,Squirrel Hill South
28473,40.45679855,-79.99839783,0,0,0,0,0,0,0,0,East Allegheny
28478,40.48809814,-80.04139709,0,0,0,1,0,0,0,0,Brighton Heights
28479,40.46820068,-80.01930237,0,0,0,0,0,0,0,0,Perry South
28480,40.47610092,-80.03649902,0,0,0,0,0,0,0,0,Brighton Heights
28481,40.45320129,-79.99269867,0,0,0,0,0,0,0,0,Troy Hill
28492,40.42419815,-79.93640137,1,0,0,1,0,0,0,0,Greenfield
28496,40.4538002,-79.99549866,0,0,0,0,1,0,0,0,East Allegheny
28520,40.45830154,-79.9992981,0,0,0,0,0,0,0,0,East Allegheny
28537,40.43799973,-79.92030334,0,0,0,1,0,0,0,0,Squirrel Hill South
28539,40.47100067,-79.92500305,0,0,0,0,0,1,1,0,East Liberty
28540,40.44079971,-80.00769806,0,0,0,1,0,0,0,0,Central Business District
28542,40.4836998,-80.03559875,0,0,0,1,0,0,0,0,Brighton Heights
28543,40.44020081,-80.03440094,0,0,0,1,0,0,0,0,West End
28544,40.41210175,-80.01080322,0,0,0,0,0,0,0,0,Beechview
28546,40.43600082,-79.97949982,0,0,0,1,0,0,0,0,Bluff
28547,40.45750046,-80.04450226,0,0,0,0,0,0,0,0,Esplen
28550,40.42720032,-80.0007019,0,0,1,1,0,0,0,0,Mount Washington
28556,40.47460175,-79.90830231,0,0,0,0,1,0,0,0,Highland Park
28561,40.4408989,-79.92780304,0,0,1,1,0,0,0,0,Squirrel Hill North
28565,40.48849869,-79.93689728,0,0,0,1,0,1,1,0,Stanton Heights
28618,40.44800186,-79.9477005,0,0,0,0,1,0,0,0,Shadyside
28619,40.4455986,-79.93109894,0,0,0,0,0,0,0,0,Squirrel Hill North
28623,40.46609879,-79.9509964,1,0,0,1,0,0,0,0,Bloomfield
28625,40.45399857,-79.91239929,0,0,0,1,0,0,0,0,Point Breeze
28626,40.45769882,-79.98760223,0,0,0,0,1,0,0,0,Troy Hill
28627,40.45410156,-79.99680328,0,0,1,1,0,0,0,0,East Allegheny
28628,40.49000168,-80.01570129,0,0,0,1,0,0,0,0,Perry North
28629,40.41350174,-80.0428009,0,0,0,0,0,0,0,0,Banksville
28631,40.4341011,-80.00730133,0,0,0,1,0,0,0,0,South Shore
28632,40.41650009,-79.95610046,0,0,0,0,0,0,0,0,South Side Flats
28633,40.43040085,-80.05339813,0,0,0,0,1,0,0,0,Westwood
28634,40.39899826,-80.02519989,0,0,0,1,0,0,0,0,Brookline
28635,40.43809891,-80.0381012,0,0,0,1,0,0,0,0,Elliott
28636,40.40670013,-79.99230194,0,0,0,0,0,0,0,0,Carrick
28637,40.38209915,-79.99590302,0,0,0,0,0,0,0,0,Overbrook
28638,40.4292984,-79.99919891,0,0,0,1,0,0,0,0,South Shore
28639,40.42869949,-79.9885025,1,0,0,1,0,0,0,0,South Side Flats
28641,40.44710159,-79.89520264,0,0,0,1,0,0,0,0,Point Breeze
28642,40.43830109,-79.9335022,0,0,0,1,0,0,0,0,Squirrel Hill North
28662,40.46760178,-79.92819977,0,0,1,1,0,0,0,0,East Liberty
28664,40.4632988,-79.9272995,0,0,0,1,0,0,0,0,East Liberty
28665,40.45660019,-79.93969727,0,0,1,1,0,0,0,0,Bloomfield
28666,40.46160126,-79.90789795,0,0,0,0,0,0,0,0,Larimer
28668,40.43389893,-79.95619965,0,1,0,0,1,0,0,0,South Oakland
28669,40.43980026,-79.95939636,0,0,1,1,0,0,0,0,Central Oakland
28670,40.44710159,-79.89520264,0,0,0,1,0,0,0,0,Point Breeze
28671,40.44459915,-79.94409943,0,0,0,1,0,0,0,0,Squirrel Hill North
28672,40.44229889,-79.91719818,0,0,0,0,0,0,0,0,Squirrel Hill North
28756,40.42499924,-79.95310211,1,0,0,1,0,0,0,0,Hazelwood
28757,40.43840027,-80.0019989,0,0,0,1,0,0,0,0,Central Business District
28761,40.45410156,-79.99680328,0,0,1,1,0,0,0,0,East Allegheny
28764,40.43999863,-80.03430176,0,0,0,0,0,0,0,0,West End
28765,40.4253006,-79.96440125,0,0,0,0,1,0,0,0,South Side Flats
28766,40.39450073,-80.02850342,0,1,0,0,1,0,0,0,Brookline
28767,40.4292984,-80.05349731,0,0,0,0,0,0,0,0,Westwood
28768,40.42490005,-79.96379852,0,0,0,0,1,0,0,0,South Side Flats
28769,40.42539978,-80.01940155,0,0,0,0,0,0,0,0,Mount Washington
28770,40.42279816,-79.97389984,0,0,0,0,0,0,0,0,South Side Slopes
28771,40.41479874,-79.97750092,0,0,0,0,0,0,0,0,Arlington
28772,40.39839935,-80.02610016,1,0,0,1,0,0,0,0,Beechview
28780,40.43809891,-80.01270294,0,0,0,1,0,0,0,0,South Shore
28784,40.42699814,-79.9197998,0,0,0,0,0,0,0,0,Squirrel Hill South
28786,40.45220184,-79.95089722,0,0,0,0,0,0,0,0,North Oakland
28787,40.47180176,-79.92690277,0,0,0,0,0,0,0,0,Highland Park
28788,40.45769882,-79.90209961,0,0,0,0,0,0,0,0,Homewood West
28791,40.47719955,-79.92369843,0,0,0,1,0,0,0,1,Highland Park
28792,40.46789932,-80.03559875,0,0,0,1,0,0,0,0,Marshall-Shadeland
28793,40.45040131,-79.94869995,0,0,1,1,0,0,0,0,Shadyside
28794,40.42480087,-79.92700195,0,0,0,1,0,0,0,0,Greenfield
28795,40.37919998,-79.92430115,0,0,0,0,0,0,0,0,New Homestead
28799,40.46609879,-79.95079803,0,0,0,1,0,0,0,0,Central Lawrenceville
28800,40.46849823,-79.94539642,0,0,0,0,0,0,0,0,Garfield
28819,40.43050003,-79.95749664,0,0,0,1,0,0,0,0,South Oakland
28836,40.45429993,-79.96279907,0,0,0,0,0,0,0,0,Upper Hill
28837,40.45439911,-80.01260376,0,0,1,1,0,0,0,0,Central Northside
28839,40.47969818,-79.95490265,0,0,0,0,0,0,0,0,Upper Lawrenceville
28841,40.45159912,-79.89080048,0,0,0,0,0,0,0,0,Homewood South
28842,40.41680145,-80.02980042,0,0,0,0,0,0,0,0,Beechview
28843,40.42879868,-79.9815979,1,0,0,0,0,0,0,0,South Side Flats
28844,40.46469879,-79.97979736,0,0,0,0,0,0,0,0,Troy Hill
28845,40.4280014,-80.05370331,0,0,0,0,0,0,0,0,Westwood
28847,40.40950012,-80.00489807,0,0,0,0,0,0,0,0,Bon Air
28848,40.42869949,-79.9885025,0,0,0,1,0,0,0,0,South Side Flats
28849,40.40359879,-80.04039764,0,0,1,1,0,0,0,0,Banksville
28851,40.43109894,-80.00180054,0,0,0,0,0,0,0,0,South Shore
28852,40.46160126,-79.96710205,0,0,0,1,0,0,0,0,Lower Lawrenceville
28857,40.45259857,-79.99700165,0,0,0,1,0,0,0,0,East Allegheny
28858,40.42710114,-79.91950226,0,0,0,0,0,0,0,0,Squirrel Hill South
28870,40.45410156,-79.9489975,0,0,0,1,0,0,0,0,Bloomfield
28871,40.45809937,-79.93460083,0,0,1,1,0,0,0,0,Friendship
28872,40.45600128,-79.89450073,0,0,1,1,0,0,0,0,Homewood South
28873,40.45930099,-79.88760376,0,0,0,0,0,0,0,0,Homewood North
28879,40.42950058,-80.02899933,0,0,0,1,0,0,0,0,Ridgemont
28880,40.44469833,-79.95510101,0,0,0,0,0,0,0,0,North Oakland
28881,40.40879822,-79.93830109,0,0,0,0,0,0,0,0,Hazelwood
28894,40.42649841,-79.91680145,0,0,0,1,0,0,0,0,Squirrel Hill South
28899,40.43439865,-79.98989868,0,0,0,0,0,0,0,0,Bluff
28900,40.42670059,-79.91649628,0,0,0,1,0,0,0,0,Squirrel Hill South
28902,40.48740005,-80.0094986,0,0,0,1,1,0,0,0,Perry North
28904,40.47669983,-80.00740051,0,0,0,1,1,0,0,0,Northview Heights
28912,40.4571991,-79.99780273,0,0,0,1,0,0,0,0,East Allegheny
28913,40.42829895,-79.97329712,1,0,0,0,0,0,0,0,South Side Flats
28932,40.45679855,-79.89800262,0,0,1,1,0,0,0,0,Homewood South
28934,40.44860077,-79.89949799,0,0,0,1,0,0,0,0,Point Breeze North
28949,40.49319839,-80.01139832,0,0,0,0,0,0,0,0,Perry North
28951,40.4552002,-79.96600342,0,0,0,0,1,0,0,0,Upper Hill
28954,40.45920181,-80.00810242,0,0,0,1,0,0,0,0,Central Northside
28955,40.46369934,-80.02850342,0,0,0,0,0,0,0,0,Marshall-Shadeland
28956,40.45880127,-80.03040314,0,0,0,0,1,0,0,0,Chateau
28958,40.45289993,-79.97979736,0,0,0,0,0,0,0,0,Strip District
28959,40.41450119,-79.98799896,0,0,0,1,0,0,0,0,Knoxville
28960,40.45840073,-80.01609802,0,0,0,0,0,0,0,0,Central Northside
28961,40.47340012,-80.03869629,0,0,0,1,0,0,0,0,Brighton Heights
28963,40.39500046,-79.99279785,1,0,0,0,0,0,0,0,Carrick
28965,40.45479965,-79.93250275,0,0,1,1,1,0,0,0,Shadyside
28966,40.44409943,-79.9178009,0,0,0,1,0,0,0,0,Squirrel Hill North
28967,40.45750046,-79.96160126,0,0,0,0,0,0,0,0,Polish Hill
28969,40.42290115,-79.97029877,1,0,0,0,0,0,0,0,South Side Slopes
28970,40.45119858,-79.98220062,0,0,0,1,0,0,0,0,Strip District
28971,40.42869949,-79.97910309,1,0,0,0,0,1,1,0,South Side Flats
28972,40.3844986,-79.98590088,0,0,0,1,1,0,0,0,Carrick
28973,40.42440033,-79.96459961,0,0,0,1,0,0,0,0,South Side Flats
28974,40.40200043,-80.00060272,0,0,0,0,0,0,0,0,Carrick
28976,40.41650009,-80.03050232,1,1,0,0,1,0,0,0,Banksville
28977,40.41690063,-80.03839874,0,0,0,0,0,0,0,0,Banksville
28978,40.39960098,-80.02069855,0,1,0,0,1,0,0,0,Brookline
28979,40.41999817,-79.97090149,0,0,0,1,0,0,0,0,South Side Slopes
28980,40.40829849,-80.0326004,0,0,0,0,0,0,0,0,Beechview
28981,40.43009949,-80.00849915,0,0,0,0,0,0,0,0,Mount Washington
28983,40.43799973,-79.9910965,0,0,1,1,0,0,0,0,Bluff
28984,40.43849945,-80.00579834,0,0,1,1,0,0,0,0,Central Business District
28999,40.43830109,-80.00550079,0,0,0,1,0,0,0,0,Central Business District
29001,40.43600082,-79.97730255,0,0,0,1,0,0,0,0,Bluff
29008,40.46500015,-79.91999817,0,0,0,0,0,0,0,0,East Liberty
29009,40.46780014,-79.92810059,0,0,0,1,0,0,0,0,Garfield
29010,40.4654007,-79.93470001,0,0,0,1,0,0,0,0,Garfield
29012,40.45320129,-79.89109802,0,0,0,0,0,0,0,0,Homewood South
29013,40.48559952,-79.91100311,0,0,0,0,0,0,0,0,Highland Park
29034,40.38019943,-79.99430084,0,0,0,0,1,0,0,0,Overbrook
29035,40.4197998,-79.93029785,0,0,0,0,0,1,1,0,Greenfield
29036,40.45159912,-79.93250275,0,0,0,0,0,0,0,0,Shadyside
29037,40.40060043,-79.938797,0,0,0,0,0,0,0,0,Hazelwood
29038,40.4253006,-79.94339752,0,0,0,0,0,0,0,0,Greenfield
29039,40.36989975,-79.91329956,0,0,0,1,0,0,0,0,Lincoln Place
29041,40.46590042,-79.9382019,0,0,0,1,0,0,0,1,Garfield
29042,40.41019821,-79.94300079,0,0,0,0,0,1,1,0,Hazelwood
29049,40.42710114,-79.89170074,0,0,0,1,0,0,0,0,Swisshelm Park
29062,40.42879868,-79.93910217,0,0,0,1,0,0,0,0,Greenfield
29066,40.42699814,-79.9197998,0,0,0,1,0,0,0,0,Squirrel Hill South
29067,40.49349976,-80.01059723,0,0,0,1,0,0,0,0,Summer Hill
29068,40.42699814,-79.9197998,0,0,0,1,0,0,0,0,Squirrel Hill South
29072,40.43629837,-79.97260284,1,0,0,1,0,0,0,0,South Oakland
29078,40.47650146,-80.03170013,0,0,0,0,0,0,0,0,Brighton Heights
29083,40.45660019,-80.02980042,0,0,0,0,0,0,0,0,Chateau
29084,40.39659882,-79.99839783,0,0,0,1,0,0,0,0,Carrick
29085,40.4516983,-79.91639709,0,0,0,0,0,0,0,0,Point Breeze
29093,40.48699951,-79.88680267,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
29096,40.42710114,-79.91960144,0,0,0,1,0,0,0,0,Squirrel Hill South
29100,40.4367981,-79.92769623,0,0,0,1,0,0,0,0,Squirrel Hill South
29120,40.44889832,-80.0007019,0,0,1,1,0,0,0,0,North Shore
29166,40.42589951,-80.04799652,0,0,0,0,0,0,0,0,Westwood
29172,40.45880127,-80.02130127,0,0,0,0,0,0,0,0,California-Kirkbride
29173,40.45869827,-79.99849701,0,0,1,1,1,0,0,0,East Allegheny
29174,40.4856987,-79.94480133,0,0,0,1,0,0,0,0,Stanton Heights
29177,40.42869949,-79.98970032,0,0,0,1,0,0,0,1,South Side Flats
29178,40.44889832,-80.0007019,0,0,0,1,0,0,0,0,North Shore
29179,40.45059967,-80.01860046,0,0,0,0,0,0,0,0,Chateau
29180,40.47859955,-80.01200104,0,0,0,1,0,0,0,0,Perry North
29182,40.46960068,-80.02729797,0,0,0,1,0,0,0,0,Marshall-Shadeland
29184,40.41450119,-80.01059723,0,0,0,0,0,0,0,0,Mount Washington
29186,40.41799927,-80.00520325,0,0,0,0,0,0,0,0,Beltzhoover
29187,40.42259979,-79.98449707,0,0,0,0,0,0,0,0,South Side Slopes
29188,40.43280029,-80.02819824,0,0,0,1,0,0,0,0,West End
29189,40.42869949,-79.9885025,0,0,0,1,0,0,0,0,South Side Flats
29190,40.43090057,-80.01069641,0,0,0,0,0,0,0,0,Mount Washington
29191,40.45800018,-79.98680115,0,0,0,1,0,0,0,0,Troy Hill
29192,40.46110153,-80.00869751,0,0,0,0,1,0,0,0,Fineview
29196,40.43859863,-79.90380096,0,0,0,0,0,0,0,0,Squirrel Hill South
29199,40.42720032,-79.92739868,0,0,0,0,0,0,0,0,Greenfield
29200,40.44950104,-79.89900208,0,0,0,1,0,0,0,0,Point Breeze North
29201,40.41960144,-79.92720032,0,0,0,0,1,0,0,0,Greenfield
29204,40.46369934,-79.96649933,0,0,0,0,1,0,0,0,Lower Lawrenceville
29207,40.44829941,-79.96579742,1,0,0,0,0,1,1,0,Middle Hill
29208,40.48149872,-79.95359802,0,0,1,1,0,0,0,0,Upper Lawrenceville
29210,40.4211998,-80.01049805,0,0,0,0,0,0,0,0,Mount Washington
29211,40.42919922,-80.0243988,1,0,0,1,0,0,0,0,Duquesne Heights
29213,40.40430069,-79.97589874,0,0,0,0,0,0,0,0,Carrick
29215,40.39659882,-80.01930237,0,0,0,0,0,0,0,0,Brookline
29216,40.40299988,-80.02059937,0,0,0,0,0,0,0,0,Beechview
29219,40.45370102,-80.06079865,0,0,0,1,0,0,0,0,Sheraden
29220,40.42179871,-79.99369812,0,0,0,0,0,0,0,0,Allentown
29221,40.43610001,-80.05190277,0,0,0,0,1,0,0,0,Westwood
29222,40.45299911,-79.96179962,0,0,0,0,0,0,0,0,Upper Hill
29226,40.45149994,-79.90809631,0,0,0,0,0,0,0,0,Point Breeze North
29227,40.457901,-79.9552002,0,0,0,1,0,0,0,0,North Oakland
29228,40.45899963,-79.95189667,0,0,0,0,1,0,0,0,Bloomfield
29231,40.45800018,-79.90399933,0,0,0,0,0,0,0,0,Homewood West
29235,40.43659973,-79.95549774,0,0,0,1,0,0,0,0,Central Oakland
29236,40.48849869,-79.93689728,0,0,0,0,0,0,0,0,Stanton Heights
29237,40.48730087,-79.92040253,1,0,0,0,0,1,0,0,Morningside
29285,40.4640007,-79.93540192,0,0,0,1,0,0,0,0,Friendship
29286,40.45130157,-80.02020264,0,0,0,1,0,0,0,0,Manchester
29293,40.38880157,-79.9332962,0,0,0,1,0,0,0,0,Hays
29298,40.4754982,-80.03700256,0,0,0,0,0,0,0,0,Brighton Heights
29299,40.48669815,-80.03309631,0,0,0,0,0,0,0,0,Brighton Heights
29300,40.44620132,-80.00959778,0,0,0,1,0,0,0,0,North Shore
29302,40.39920044,-80.02510071,0,0,0,1,0,0,0,0,Beechview
29304,40.45970154,-79.92500305,0,0,0,0,0,0,0,0,Shadyside
29306,40.38100052,-79.99510193,0,0,0,0,0,0,0,0,Overbrook
29312,40.42979813,-80.0279007,0,0,0,1,0,0,0,0,Beechview
29314,40.42610168,-79.89530182,1,0,0,0,1,0,0,0,Swisshelm Park
29317,40.44240189,-80.0089035,0,0,0,0,0,0,0,0,Central Business District
29322,40.4382019,-80.01270294,0,0,0,1,0,0,0,0,South Shore
29326,40.42649841,-80.03099823,0,0,0,1,0,0,0,0,Ridgemont
29329,40.46989822,-79.94020081,0,0,0,0,0,0,0,0,Garfield
29335,40.42589951,-79.89800262,0,0,0,1,0,0,0,0,Swisshelm Park
29337,40.42699814,-79.9197998,0,0,0,1,0,0,0,0,Squirrel Hill South
29347,40.43379974,-79.98919678,0,0,0,0,0,0,0,0,Bluff
29350,40.42580032,-79.91210175,0,0,0,1,0,0,0,0,Squirrel Hill South
29354,40.42699814,-79.9197998,0,0,0,0,1,0,0,0,Squirrel Hill South
29356,40.43149948,-79.95860291,0,0,0,1,0,0,0,0,South Oakland
29357,40.4518013,-79.99659729,1,0,0,0,0,0,0,0,East Allegheny
29376,40.43180084,-80.02449799,0,0,0,1,0,0,0,0,Duquesne Heights
29397,40.48429871,-80.03579712,0,0,0,1,0,0,0,0,Brighton Heights
29399,40.42580032,-80.01979828,0,0,0,1,0,0,0,0,Mount Washington
29400,40.43209839,-80.00389862,0,0,0,0,1,0,0,0,South Shore
29401,40.42829895,-79.97329712,0,0,0,0,0,0,0,0,South Side Flats
29402,40.40679932,-79.99829865,0,0,0,0,0,0,0,0,Bon Air
29403,40.45320129,-79.99269867,0,0,0,0,0,0,0,0,Troy Hill
29405,40.43109894,-79.959198,0,0,0,1,0,0,0,0,South Oakland
29406,40.42879868,-79.98629761,0,0,0,0,0,0,0,0,South Side Flats
29408,40.43069839,-80.00080109,1,0,0,0,0,0,0,0,South Shore
29409,40.40119934,-80.01799774,0,0,0,0,0,0,0,0,Brookline
29410,40.38069916,-79.99980164,0,0,0,1,0,0,0,0,Overbrook
29412,40.40200043,-80.00060272,0,0,1,1,0,0,0,0,Carrick
29413,40.40430069,-79.97589874,0,0,0,0,0,0,0,0,Carrick
29426,40.46350098,-79.93070221,0,0,1,1,0,0,0,0,Friendship
29427,40.45679855,-79.89800262,0,1,0,0,1,0,0,0,Homewood South
29433,40.4864006,-79.9272995,0,0,1,1,1,0,0,0,Morningside
29435,40.40010071,-80.04380035,0,0,0,1,0,0,0,0,Banksville
29443,40.47040176,-79.96050262,1,0,0,1,0,0,0,0,Central Lawrenceville
29444,40.41159821,-79.98989868,0,0,0,0,0,0,0,0,Knoxville
29464,40.4253006,-79.96440125,0,0,0,0,0,0,0,0,South Side Flats
29471,40.43610001,-79.96679688,0,0,0,0,0,0,0,0,South Oakland
29473,40.46569824,-80.00710297,0,0,0,0,1,0,0,0,Perry South
29474,40.45660019,-80.01679993,0,0,0,0,0,0,0,0,California-Kirkbride
29475,40.44950104,-80.00060272,0,0,0,1,0,0,0,0,North Shore
29476,40.42520142,-79.96600342,0,0,0,1,0,0,0,0,South Side Flats
29477,40.40029907,-79.98919678,0,0,0,0,1,0,0,0,Carrick
29478,40.41630173,-79.99060059,0,0,0,0,0,0,0,0,Knoxville
29479,40.45610046,-80.02290344,0,0,0,1,0,0,0,0,Manchester
29480,40.45370102,-79.99330139,0,0,0,0,0,0,0,0,North Shore
29483,40.43600082,-79.99549866,0,0,0,1,0,0,0,0,Central Business District
29485,40.3871994,-79.99569702,0,0,0,0,0,0,0,0,Overbrook
29494,40.42570114,-79.90419769,0,0,0,1,0,0,0,0,Swisshelm Park
29498,40.43149948,-79.95880127,0,0,0,1,0,0,0,0,South Oakland
29501,40.42610168,-79.91400146,0,0,0,1,0,0,0,0,Squirrel Hill South
29502,40.49369812,-80.01190186,0,0,0,1,0,0,0,0,Perry North
29504,40.43769836,-80.00469971,0,0,0,1,0,0,0,0,Central Business District
29516,40.43170166,-79.95890045,0,0,0,1,0,0,0,0,South Oakland
29517,40.48659897,-79.9131012,1,0,0,1,0,0,0,0,Highland Park
29518,40.46350098,-79.91739655,0,1,0,0,1,0,0,0,Larimer
29520,40.45539856,-79.96669769,0,0,0,0,0,0,0,0,Bedford Dwellings
29521,40.47240067,-79.95909882,0,0,0,1,0,0,0,0,Central Lawrenceville
29523,40.47219849,-79.93460083,0,0,0,1,0,0,0,0,Stanton Heights
29531,40.49169922,-80.01029968,0,0,0,1,0,0,0,0,Perry North
29536,40.42710114,-79.89170074,0,0,0,1,0,0,0,0,Swisshelm Park
29541,40.44940186,-79.99890137,0,0,0,1,0,0,0,0,North Shore
29578,40.42959976,-80.02890015,0,0,0,1,0,0,0,0,Ridgemont
29579,40.42010117,-80.03350067,0,0,0,1,0,0,0,0,Ridgemont
29580,40.49649811,-80.01999664,0,0,0,0,0,0,0,0,Perry North
29584,40.44240189,-79.99210358,0,0,0,0,0,0,0,0,Crawford-Roberts
29585,40.47359848,-80.01560211,0,0,0,0,0,0,0,0,Perry South
29587,40.46239853,-79.9815979,0,0,0,1,0,0,0,0,Troy Hill
29588,40.44869995,-80.01609802,0,0,0,0,0,0,0,0,North Shore
29591,40.46239853,-80.0515976,0,0,0,0,0,1,0,0,Esplen
29597,40.46300125,-79.93209839,0,0,0,0,0,0,0,0,Friendship
29599,40.46480179,-79.94180298,0,0,0,0,0,0,0,0,Bloomfield
29600,40.47180176,-80.0042038,0,0,0,0,0,0,0,0,Spring Hill-City View
29614,40.45449829,-79.94670105,0,0,0,1,0,0,0,0,Bloomfield
29619,40.44869995,-80.00229645,0,0,1,1,0,0,0,0,North Shore
29620,40.43109894,-80.00180054,0,0,0,1,0,0,0,0,South Shore
29621,40.45470047,-79.88909912,0,0,0,1,0,0,0,0,Homewood South
29622,40.45489883,-79.94529724,0,0,0,1,0,0,0,0,Bloomfield
29623,40.45230103,-79.96440125,0,0,0,1,0,0,0,0,Middle Hill
29631,40.47439957,-79.90830231,0,0,0,1,0,0,0,0,Highland Park
29637,40.43769836,-79.97260284,0,0,0,0,0,0,0,0,West Oakland
29638,40.43610001,-79.96620178,0,0,0,1,0,0,0,0,South Oakland
29640,40.46369934,-80.02259827,0,0,0,1,0,0,0,0,California-Kirkbride
29641,40.48049927,-80.02610016,0,0,0,1,0,0,0,0,Marshall-Shadeland
29642,40.45320129,-79.99269867,1,0,0,0,0,0,0,0,Troy Hill
29643,40.4109993,-79.97409821,0,0,0,1,0,0,0,0,St. Clair
29644,40.4353981,-80.01309967,1,0,0,1,0,1,0,0,Mount Washington
29645,40.44889832,-80.0007019,0,0,0,1,0,0,0,0,North Shore
29646,40.46490097,-79.97969818,0,0,0,1,0,0,0,0,Troy Hill
29647,40.46699905,-80.02490234,0,0,0,0,0,0,0,0,Perry South
29648,40.48529816,-80.0094986,0,0,0,1,0,0,0,0,Perry North
29649,40.49499893,-80.01190186,0,0,0,1,0,0,0,1,Summer Hill
29650,40.45410156,-79.99680328,0,0,1,1,0,0,0,0,East Allegheny
29652,40.43619919,-80.0007019,0,0,0,1,0,0,0,0,Central Business District
29653,40.43429947,-79.96849823,0,0,0,0,0,0,0,0,South Oakland
29659,40.43429947,-80.01129913,1,0,0,0,0,0,0,0,Mount Washington
29660,40.4231987,-79.97389984,0,0,0,0,0,0,0,0,South Side Slopes
29661,40.38199997,-79.9957962,0,0,0,0,0,0,0,0,Overbrook
29664,40.4192009,-79.9917984,0,0,0,0,0,0,0,0,Allentown
29665,40.44110107,-80.04660034,0,0,0,0,0,0,0,0,Crafton Heights
29666,40.39619827,-80.0236969,0,0,0,1,0,0,0,0,Brookline
29667,40.39870071,-79.99150085,0,0,0,0,0,0,0,0,Carrick
29668,40.4292984,-79.99919891,0,0,1,1,0,0,0,0,South Shore
29669,40.42779922,-79.96949768,0,0,0,0,0,0,0,0,South Side Flats
29671,40.39709854,-79.99880219,0,0,0,0,0,0,0,0,Carrick
29674,40.4715004,-79.92630005,0,0,0,1,0,0,0,0,East Liberty
29677,40.46979904,-79.93049622,0,0,0,0,0,0,0,0,Garfield
29678,40.46989822,-79.93070221,0,0,0,0,0,0,0,0,East Liberty
29679,40.45830154,-79.93379974,0,0,1,1,0,0,0,0,East Liberty
29680,40.45439911,-79.94779968,0,0,0,1,0,0,0,0,Bloomfield
