,DEC_LAT,DEC_LONG,DRINKING_DRIVER,CELL_PHONE,RUNNING_RED_LT,AGGRESSIVE_DRIVING,DISTRACTED,DRUGGED_DRIVER,ILLEGAL_DRUG_RELATED,RUNNING_STOP_SIGN,NEIGHBORHOOD
134118,40.41249847,-79.97709656,0,0,0,0,0,0,0,0,Mt. Oliver
134119,40.46549988,-80.0338974,0,0,0,1,0,0,0,0,Marshall-Shadeland
134121,40.44260025,-79.99919891,0,0,0,0,0,0,0,0,Central Business District
134125,40.41730118,-79.96769714,0,0,0,0,0,0,0,0,South Side Slopes
134129,40.42470169,-79.9897995,0,0,0,0,0,0,0,0,Allentown
134130,40.42419815,-79.97779846,0,0,0,1,0,0,0,0,South Side Slopes
134135,40.4355011,-79.97859955,0,0,0,1,1,0,0,0,Bluff
134142,40.41460037,-80.00939941,0,0,0,1,0,0,0,0,Beltzhoover
134143,40.48130035,-79.94930267,0,0,0,0,0,0,0,0,Upper Lawrenceville
134146,40.46009827,-79.92810059,0,0,0,0,0,0,0,0,East Liberty
134153,40.42409897,-79.98629761,0,0,0,0,0,0,0,0,South Side Slopes
134154,40.46099854,-79.98290253,0,0,0,0,0,0,0,0,Troy Hill
134156,40.43360138,-79.92749786,0,0,0,1,0,0,0,0,Squirrel Hill South
134157,40.39649963,-79.99829865,0,0,0,0,0,0,0,0,Carrick
134158,40.45130157,-79.92019653,0,0,0,1,0,0,0,0,Point Breeze
134159,40.43000031,-80.03959656,0,0,0,0,0,0,0,0,Westwood
134160,40.42580032,-80.01979828,1,0,0,0,0,0,0,0,Mount Washington
134161,40.41569901,-80.02510071,0,0,0,1,0,0,0,0,Beechview
134171,40.46709824,-79.99890137,0,0,0,0,0,0,0,0,Spring Hill-City View
134183,40.42890167,-79.94509888,0,0,0,0,0,0,0,0,Greenfield
134194,40.43600082,-79.99900055,0,0,0,0,0,0,0,0,Central Business District
134195,40.45100021,-80.02760315,0,0,0,0,0,0,0,0,Chateau
134196,40.42720032,-79.98220062,0,0,0,0,0,0,0,0,South Side Flats
134197,40.44940186,-80.02490234,0,0,0,1,0,0,0,0,Chateau
134198,40.42639923,-80.00910187,1,0,0,0,0,0,0,0,Mount Washington
134201,40.41450119,-80.0094986,1,0,0,1,0,0,0,0,Beltzhoover
134204,40.45800018,-80.06780243,1,0,0,0,0,0,0,0,Chartiers City
134205,40.42509842,-80.03079987,0,0,0,1,0,0,0,0,Beechview
134208,40.43989944,-80.03230286,0,0,0,0,0,0,0,0,Duquesne Heights
134221,40.42710114,-79.90699768,0,0,0,1,0,0,0,0,Squirrel Hill South
134224,40.45240021,-79.97470093,0,0,0,1,0,0,0,0,Strip District
134228,40.45610046,-79.99169922,0,0,0,0,0,0,0,0,Troy Hill
134230,40.44169998,-79.99259949,0,0,0,1,0,0,0,0,Crawford-Roberts
134236,40.44169998,-80.03530121,0,0,0,1,0,0,0,0,West End
134238,40.48789978,-80.01390076,0,0,0,1,0,0,0,0,Perry North
134239,40.40200043,-80.00060272,0,0,0,1,0,0,0,0,Carrick
134243,40.3891983,-79.98539734,0,0,0,0,0,0,0,0,Carrick
134247,40.38700104,-79.98410034,0,0,0,0,0,0,0,0,Carrick
134250,40.44039917,-79.96029663,0,0,0,1,0,0,0,0,Central Oakland
134253,40.43569946,-79.96219635,0,0,0,0,0,0,0,0,South Oakland
134256,40.39989853,-79.93589783,0,0,0,0,0,0,0,0,Glen Hazel
134258,40.4117012,-80.00959778,0,0,0,0,0,0,0,0,Brookline
134259,40.44990158,-79.88430023,1,0,0,0,0,0,0,0,Homewood South
134262,40.44889832,-80.0007019,0,0,1,1,0,0,0,0,North Shore
134263,40.4408989,-79.92780304,0,0,0,1,0,0,0,0,Squirrel Hill North
134264,40.39239883,-79.93450165,0,0,0,0,1,0,0,0,Hays
134266,40.43899918,-80.01550293,1,0,0,0,0,1,0,0,South Shore
134267,40.42919922,-80.02870178,0,0,0,1,0,0,0,0,Beechview
134273,40.45930099,-79.94779968,0,0,0,1,0,0,0,0,Bloomfield
134274,40.41569901,-79.99269867,0,0,0,0,0,0,0,0,Knoxville
134281,40.48789978,-79.92030334,0,0,0,0,0,0,0,0,Morningside
134284,40.40510178,-80.0381012,0,0,0,0,0,0,0,0,Banksville
134286,40.44520187,-79.93029785,0,0,0,0,0,0,0,0,Squirrel Hill North
134287,40.45550156,-80.02940369,0,0,0,1,0,0,0,0,Chateau
134289,40.42359924,-80.02950287,0,0,0,0,0,0,0,0,Beechview
134290,40.4836998,-80.01300049,1,0,0,0,0,0,0,0,Perry North
134295,40.48379898,-80.00810242,0,0,0,0,0,0,0,0,Perry North
134298,40.457901,-80.06749725,0,0,0,1,0,0,0,0,Chartiers City
134301,40.42309952,-79.98750305,0,0,0,0,0,0,0,0,South Side Slopes
134303,40.37879944,-79.92340088,0,0,0,1,0,0,0,0,Lincoln Place
134304,40.48789978,-79.92030334,0,0,0,0,0,0,0,0,Morningside
134305,40.44240189,-79.97429657,0,0,0,0,0,0,0,0,Terrace Village
134306,40.38430023,-79.97940063,0,0,0,1,0,0,0,0,Carrick
134309,40.44889832,-79.91899872,0,0,0,1,0,0,0,0,Point Breeze
134311,40.4538002,-79.87960052,0,0,0,0,0,0,0,0,East Hills
134313,40.48320007,-79.94319916,0,0,0,0,0,0,0,0,Stanton Heights
134316,40.45869827,-79.99849701,1,0,0,1,0,0,0,0,East Allegheny
134318,40.41419983,-80.01000214,0,0,0,1,0,0,0,0,Mount Washington
134319,40.47909927,-80.03079987,1,0,0,0,0,0,0,0,Brighton Heights
134320,40.44929886,-80.02529907,0,0,0,0,0,0,0,0,Chateau
134321,40.4720993,-79.93440247,1,0,0,1,0,0,0,0,Stanton Heights
134322,40.44520187,-80.0,0,0,0,0,0,0,0,0,Central Business District
134327,40.46070099,-79.9885025,0,0,0,1,0,0,0,0,Spring Garden
134328,40.44760132,-80.01039886,0,0,0,0,0,0,0,0,North Shore
134330,40.44509888,-80.01599884,0,0,0,1,0,0,0,0,North Shore
134331,40.44889832,-80.06719971,0,0,0,0,0,0,0,0,Windgap
134333,40.4510994,-79.98249817,0,0,0,1,0,0,0,0,Strip District
134336,40.48519897,-79.94629669,0,0,0,0,0,0,0,0,Upper Lawrenceville
134342,40.43650055,-79.97309875,0,0,0,1,0,0,0,0,Bluff
134347,40.41439819,-80.02500153,0,0,0,1,0,0,0,0,Beechview
134355,40.40250015,-79.97859955,0,0,0,0,0,0,0,0,Carrick
134360,40.45759964,-80.07969666,0,0,0,1,0,0,0,0,Windgap
134372,40.40859985,-80.00469971,0,0,0,1,0,0,0,0,Bon Air
134380,40.45859909,-79.88580322,0,0,0,0,0,0,0,0,Homewood North
134382,40.40639877,-79.94200134,0,0,0,0,0,0,0,0,Hazelwood
134383,40.47320175,-80.0286026,1,0,0,1,0,0,0,0,Marshall-Shadeland
134384,40.41019821,-80.01589966,1,0,0,0,0,0,0,0,Beechview
134386,40.38019943,-79.93520355,0,0,0,0,0,0,0,0,Hays
134387,40.42630005,-80.00779724,0,0,0,0,0,0,0,0,Mount Washington
134389,40.4292984,-80.02870178,0,0,0,1,0,0,0,0,Ridgemont
134395,40.42549896,-79.90840149,0,0,0,0,0,0,0,0,Squirrel Hill South
134396,40.42699814,-79.9197998,0,0,0,0,0,0,0,0,Squirrel Hill South
134397,40.42699814,-79.9197998,0,0,0,0,0,0,0,0,Squirrel Hill South
134398,40.42670059,-79.91809845,0,0,0,1,0,0,0,0,Squirrel Hill South
134399,40.42770004,-79.92440033,0,0,0,1,0,0,0,0,Squirrel Hill South
134403,40.47589874,-80.00749969,0,0,0,1,0,0,0,0,Perry South
134410,40.44409943,-80.02809906,0,0,0,1,0,0,0,0,West End
134417,40.45349884,-80.06159973,0,0,0,0,0,0,0,0,Sheraden
134419,40.44680023,-79.99549866,0,0,0,1,0,0,0,0,Central Business District
134427,40.4742012,-79.90820313,0,0,1,1,0,0,0,0,Lincoln-Lemington-Belmar
134433,40.45190048,-80.01660156,0,0,0,0,1,0,0,0,Allegheny West
134434,40.40359879,-80.04039764,0,0,0,0,0,0,0,0,Banksville
134437,40.42739868,-79.95269775,0,0,0,1,0,0,0,0,South Oakland
134446,40.45090103,-79.90309906,0,0,0,1,0,0,0,0,Point Breeze North
134452,40.45890045,-79.9131012,0,0,0,1,0,0,0,0,Larimer
134453,40.39319992,-79.98010254,0,0,0,1,0,0,0,0,Carrick
134454,40.44409943,-80.02809906,0,0,1,1,0,0,0,0,West End
134455,40.44630051,-79.94889832,0,0,0,0,0,0,0,0,North Oakland
134456,40.44120026,-79.959198,0,0,0,1,0,0,0,0,Central Oakland
134461,40.46210098,-79.94039917,0,0,0,1,0,0,0,0,Bloomfield
134464,40.44049835,-79.98560333,0,0,0,0,1,0,0,0,Crawford-Roberts
134475,40.457901,-79.93540192,0,0,0,0,0,0,0,0,Friendship
134480,40.47729874,-79.9536972,0,0,0,0,0,0,0,0,Central Lawrenceville
134481,40.4455986,-80.05989838,0,0,0,1,0,0,0,0,Crafton Heights
134482,40.44020081,-79.99259949,0,0,0,0,0,0,0,0,Central Business District
134484,40.46659851,-80.0345993,0,0,0,1,0,0,0,1,Marshall-Shadeland
134490,40.43439865,-79.95320129,0,0,0,0,0,0,0,0,Central Oakland
134492,40.4341011,-79.92739868,0,0,0,0,0,0,0,0,Squirrel Hill South
134493,40.45619965,-80.00260162,0,0,0,1,0,0,0,0,East Allegheny
134496,40.45750046,-79.99320221,0,0,0,0,0,0,0,0,East Allegheny
134501,40.44580078,-79.99829865,0,0,0,1,0,0,0,0,Central Business District
134507,40.44509888,-79.95570374,0,0,0,0,1,0,0,0,North Oakland
134508,40.42589951,-79.91169739,0,0,0,0,0,0,0,0,Squirrel Hill South
134512,40.4382019,-80.01270294,0,0,0,1,0,0,0,0,South Shore
134513,40.46350098,-79.93070221,0,0,0,0,0,0,0,0,Friendship
134514,40.43730164,-80.00279999,0,0,0,1,0,0,0,0,Central Business District
134516,40.47919846,-80.02760315,0,0,0,0,1,0,0,0,Brighton Heights
134517,40.4435997,-80.00630188,0,0,0,1,0,0,0,0,Central Business District
134521,40.41239929,-79.94509888,0,0,0,1,0,0,0,0,Hazelwood
134522,40.41450119,-79.98860168,0,0,0,1,0,0,0,0,Knoxville
134524,40.45740128,-80.02980042,0,0,0,0,0,0,0,0,Chateau
134528,40.43579865,-79.99530029,0,0,0,0,1,0,0,0,Central Business District
134532,40.45539856,-80.00659943,0,0,0,0,0,0,0,0,Allegheny Center
134534,40.39979935,-80.00029755,0,0,0,0,0,0,0,0,Brookline
134538,40.45729828,-80.00720215,0,0,0,1,0,0,0,0,Central Northside
134540,40.41410065,-80.0094986,0,0,0,0,0,0,0,0,Beltzhoover
134542,40.44749832,-79.94249725,0,0,0,1,0,0,0,0,Shadyside
134549,40.40179825,-80.01509857,0,0,0,0,0,0,0,0,Brookline
134550,40.41540146,-79.92489624,0,0,0,1,0,0,0,0,Squirrel Hill South
134552,40.43740082,-79.97949982,0,0,0,1,0,0,0,0,Bluff
134557,40.42539978,-79.96450043,0,0,0,1,0,0,0,0,South Side Flats
134558,40.37530136,-79.94010162,0,0,0,0,0,0,0,0,Hays
134559,40.37789917,-79.93759918,0,0,0,0,0,0,0,0,Hays
134560,40.45809937,-79.90840149,0,0,0,1,0,0,0,0,Homewood West
134563,40.38790131,-79.99639893,0,0,0,0,0,0,0,0,Overbrook
134564,40.43519974,-79.96849823,0,0,0,0,1,0,0,0,South Oakland
134566,40.48559952,-80.02469635,0,0,0,0,0,0,0,0,Perry North
134567,40.44760132,-80.00409698,0,0,0,1,0,0,0,0,North Shore
134569,40.4151001,-79.92449951,0,0,0,1,0,0,0,0,Squirrel Hill South
134572,40.42259979,-79.97070313,0,0,0,0,0,0,0,0,South Side Slopes
134574,40.43310165,-80.02850342,0,0,0,0,0,0,0,0,West End
134575,40.43320084,-80.0286026,0,0,0,1,0,0,0,0,West End
134578,40.4530983,-79.9803009,0,0,0,0,0,0,0,0,Strip District
134585,40.46220016,-79.94120026,0,0,0,0,0,0,0,0,Bloomfield
134586,40.46450043,-79.89820099,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
134589,40.43470001,-79.99079895,0,0,0,0,0,0,0,0,Bluff
134590,40.41540146,-79.95580292,0,0,0,0,0,0,0,0,South Side Flats
134596,40.46879959,-79.9178009,0,0,0,0,0,0,0,0,East Liberty
134598,40.43489838,-79.91760254,0,0,0,0,0,0,0,0,Squirrel Hill South
134601,40.44710159,-79.94730377,0,0,0,1,0,0,0,0,North Oakland
134602,40.45569992,-79.95429993,0,0,0,1,0,0,0,0,North Oakland
134604,40.43780136,-79.98680115,1,0,0,1,0,0,0,0,Bluff
134605,40.45410156,-79.8852005,0,0,0,1,1,0,0,1,East Hills
134608,40.39369965,-80.01460266,0,0,0,1,0,0,0,0,Brookline
134610,40.43999863,-79.96099854,0,0,0,0,0,0,0,0,West Oakland
134613,40.43970108,-79.89769745,0,0,0,0,0,0,0,0,Point Breeze
134614,40.45240021,-79.95240021,0,0,0,1,0,0,0,0,North Oakland
134617,40.4054985,-80.01869965,0,0,0,1,0,0,0,0,Brookline
134621,40.45800018,-79.93479919,1,0,0,1,0,0,0,0,Friendship
134628,40.44139862,-80.00389862,0,0,0,1,0,0,0,0,Central Business District
134631,40.48320007,-79.90789795,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
134635,40.38410187,-79.9776001,0,0,0,0,0,0,0,0,Carrick
134638,40.44390106,-80.02760315,0,0,0,0,0,0,0,0,South Shore
134643,40.47050095,-79.89859772,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
134644,40.43809891,-79.90519714,0,0,0,1,0,0,0,0,Squirrel Hill South
134646,40.44440079,-79.99559784,0,0,0,0,0,0,0,0,Central Business District
134648,40.48410034,-79.94879913,1,0,0,0,0,0,0,0,Upper Lawrenceville
134649,40.43500137,-79.98220062,0,0,0,0,0,0,0,0,Bluff
134658,40.42200089,-79.99140167,0,0,0,0,0,0,0,0,Allentown
134659,40.42300034,-79.96710205,0,0,0,0,0,0,0,0,South Side Slopes
134660,40.42290115,-79.96720123,0,0,0,0,0,0,0,0,South Side Slopes
134669,40.44039917,-79.95279694,0,0,0,1,0,0,0,0,Central Oakland
134670,40.45339966,-80.05449677,0,0,0,1,0,0,0,0,Sheraden
134673,40.41289902,-79.97699738,0,0,0,0,0,0,0,0,St. Clair
134675,40.42089844,-79.98750305,0,0,0,0,0,0,0,0,South Side Slopes
134677,40.4679985,-79.94730377,0,0,0,0,0,0,0,0,Central Lawrenceville
134678,40.417099,-80.02089691,0,0,0,1,0,0,0,0,Beechview
134679,40.45690155,-79.95510101,0,0,0,0,0,0,0,0,North Oakland
134680,40.45610046,-79.96489716,0,0,0,0,0,0,0,0,Polish Hill
134681,40.44309998,-80.00749969,0,0,0,1,0,0,0,0,Central Business District
134683,40.45959854,-80.05819702,0,0,0,0,0,0,0,0,Sheraden
134684,40.38010025,-79.93530273,0,0,0,0,0,0,0,0,Hays
134685,40.44309998,-80.00749969,0,0,0,1,0,0,0,0,Central Business District
134686,40.46829987,-80.03430176,0,0,0,1,0,0,0,0,Marshall-Shadeland
134687,40.43780136,-79.93260193,0,0,0,0,0,0,0,0,Squirrel Hill North
134688,40.4355011,-79.9838028,0,0,0,1,0,0,0,0,Bluff
134689,40.48089981,-80.04299927,0,0,0,0,0,0,0,0,Brighton Heights
134690,40.40919876,-79.99330139,0,0,0,0,0,0,0,0,Knoxville
134691,40.46720123,-79.90869904,0,0,0,0,0,0,0,0,Larimer
134701,40.40069962,-80.04329681,0,0,0,0,0,0,0,0,Banksville
134702,40.43560028,-79.91899872,0,0,0,0,0,0,0,0,Squirrel Hill South
134706,40.47259903,-79.8891983,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
134709,40.44430161,-79.93789673,0,0,0,1,0,0,0,0,Squirrel Hill North
134710,40.43989944,-79.99420166,0,0,0,0,0,0,0,0,Central Business District
134712,40.41139984,-80.0266037,0,0,0,0,0,0,0,0,Beechview
134713,40.42499924,-80.00509644,0,0,0,0,0,0,0,0,Mount Washington
134716,40.39659882,-79.98500061,0,0,0,0,0,0,0,0,Carrick
134718,40.4510994,-79.98249817,0,0,0,1,0,0,0,0,Strip District
134725,40.46749878,-80.0039978,0,0,0,0,0,0,0,0,Perry South
134733,40.3913002,-80.01519775,0,0,0,0,0,0,0,0,Brookline
134735,40.45780182,-79.96379852,0,0,0,0,0,0,0,0,Polish Hill
134738,40.43249893,-79.95850372,0,0,0,1,0,0,0,0,South Oakland
134739,40.4510994,-79.98249817,0,0,0,0,0,0,0,0,Strip District
134740,40.40969849,-80.02359772,0,0,0,0,0,0,0,0,Beechview
134743,40.46229935,-79.8927002,0,0,0,0,0,0,0,0,Homewood North
134744,40.46900177,-79.94509888,0,0,0,0,0,0,0,0,Garfield
134760,40.46250153,-80.02960205,0,0,0,0,0,0,0,0,California-Kirkbride
134761,40.43569946,-79.96389771,0,0,0,0,0,0,0,0,South Oakland
134762,40.46279907,-79.94680023,0,0,0,0,0,0,0,0,Bloomfield
134763,40.44979858,-79.92970276,0,0,0,0,0,0,0,0,Squirrel Hill North
134765,40.46530151,-79.95300293,0,0,0,0,0,0,0,0,Bloomfield
134770,40.44680023,-79.95059967,0,0,0,1,0,0,0,0,North Oakland
134775,40.45640182,-79.90979767,0,0,0,1,0,0,0,0,Point Breeze North
134785,40.42779922,-79.9489975,0,0,0,1,0,0,0,0,Greenfield
134788,40.42679977,-79.91840363,0,0,0,0,0,0,0,0,Squirrel Hill South
134792,40.40940094,-79.94390106,0,0,0,1,0,0,0,0,Hazelwood
134793,40.40200043,-80.00060272,0,0,0,1,0,0,0,0,Carrick
134794,40.46139908,-79.92479706,0,0,0,0,0,0,0,0,East Liberty
134795,40.4292984,-79.99919891,1,0,0,0,0,0,0,0,South Shore
134797,40.41600037,-79.99819946,0,0,0,1,0,1,1,0,Beltzhoover
134804,40.42910004,-79.9437027,1,0,0,1,0,0,0,0,Greenfield
134805,40.42559814,-79.90399933,0,0,0,0,0,0,0,0,Swisshelm Park
134808,40.42580032,-79.91159821,0,0,0,0,0,0,0,0,Squirrel Hill South
134809,40.42580032,-79.91159821,0,0,0,0,0,0,0,0,Squirrel Hill South
134810,40.43360138,-79.96299744,0,0,0,1,0,0,0,0,South Oakland
134813,40.42580032,-79.90019989,0,0,0,1,0,0,0,0,Swisshelm Park
134820,40.43650055,-80.0515976,0,0,0,0,0,0,0,0,Westwood
134822,40.48479843,-80.01429749,0,0,0,0,0,0,0,0,Perry North
134823,40.45270157,-79.91040039,0,0,1,1,0,0,0,0,Point Breeze North
134827,40.45679855,-80.01560211,0,0,0,0,0,0,0,0,California-Kirkbride
134832,40.42679977,-79.91840363,0,0,0,0,0,0,0,0,Squirrel Hill South
134837,40.43600082,-79.98010254,0,0,0,0,0,0,0,0,Bluff
134838,40.48310089,-79.94029999,0,0,0,0,0,0,0,0,Stanton Heights
134839,40.38370132,-79.98690033,0,0,0,0,0,0,0,0,Carrick
134841,40.41859818,-80.02970123,0,0,0,0,0,0,0,0,Beechview
134843,40.44979858,-79.92960358,0,0,0,0,0,0,0,0,Squirrel Hill North
134844,40.44459915,-80.04129791,0,0,0,0,0,0,0,0,Elliott
134854,40.40639877,-80.0184021,0,0,0,0,0,0,0,0,Brookline
134859,40.47900009,-79.94319916,0,0,0,0,0,0,0,0,Stanton Heights
134864,40.38970184,-79.94080353,0,0,0,1,0,0,0,0,Hays
134865,40.44240189,-79.99990082,0,0,0,0,1,0,0,0,Central Business District
134868,40.41690063,-80.01439667,0,0,0,0,0,0,0,0,Mount Washington
134884,40.43629837,-80.00109863,0,0,0,0,0,0,0,0,Central Business District
134885,40.45619965,-80.02940369,0,0,0,0,0,0,0,0,Chateau
134886,40.44680023,-79.99520111,0,0,0,0,0,0,0,0,Strip District
134887,40.42620087,-79.92780304,0,0,0,1,0,0,0,0,Greenfield
134888,40.38069916,-79.99980164,0,0,0,0,0,0,0,0,Overbrook
134889,40.46620178,-79.99310303,0,0,0,1,0,0,0,0,Spring Hill-City View
134891,40.45460129,-79.88150024,0,0,0,0,0,0,0,0,East Hills
134892,40.43479919,-79.99250031,0,0,0,1,0,0,0,0,Bluff
134893,40.42969894,-79.99770355,0,0,0,0,0,0,0,0,South Side Flats
134894,40.45560074,-79.87930298,0,0,0,0,0,0,0,0,East Hills
134896,40.41529846,-80.01210022,0,0,1,1,0,0,0,0,Mount Washington
134897,40.40800095,-80.00460052,0,0,0,0,0,0,0,0,Bon Air
134898,40.44919968,-79.91880035,0,0,0,0,0,0,0,0,Point Breeze
134899,40.47539902,-79.92459869,0,0,0,0,0,0,0,0,Highland Park
134905,40.42770004,-79.92479706,0,0,0,0,0,0,0,0,Squirrel Hill South
134906,40.44689941,-79.89530182,0,0,0,0,0,0,0,0,Point Breeze
134907,40.44430161,-80.0562973,0,0,0,0,0,0,0,0,Crafton Heights
134908,40.39630127,-80.02130127,0,0,0,0,0,0,0,0,Brookline
134909,40.38069916,-79.99980164,0,0,0,0,0,0,0,0,Overbrook
134911,40.39970016,-80.00019836,0,0,0,0,0,0,0,0,Carrick
134912,40.44060135,-79.95829773,0,0,0,0,0,0,0,0,Central Oakland
134913,40.43050003,-80.00029755,0,0,0,0,0,0,0,0,South Shore
134914,40.38610077,-79.93270111,0,0,0,0,0,0,0,0,Hays
134917,40.44919968,-80.02500153,0,0,0,0,0,0,0,0,Chateau
134919,40.4618988,-79.99890137,0,0,0,0,0,0,0,0,Spring Hill-City View
134921,40.43170166,-79.96009827,0,0,0,0,0,0,0,0,South Oakland
134922,40.43069839,-80.02590179,0,0,0,0,0,0,0,0,Duquesne Heights
134925,40.44039917,-79.99720001,0,0,1,1,0,0,0,0,Central Business District
134926,40.44309998,-79.9539032,0,0,0,1,0,0,0,0,North Oakland
134927,40.42549896,-79.96440125,0,0,0,0,0,0,0,0,South Side Flats
134928,40.41279984,-80.00749969,0,0,0,0,0,0,0,0,Beltzhoover
134929,40.40739822,-79.9661026,0,0,0,0,0,0,0,0,St. Clair
134932,40.40660095,-79.96749878,0,0,0,0,0,0,0,0,St. Clair
134934,40.43809891,-79.98509979,0,0,0,0,0,0,0,0,Bluff
134938,40.45759964,-80.07319641,0,0,0,0,0,0,0,0,Chartiers City
134939,40.42739868,-79.92639923,0,0,0,1,0,0,0,0,Squirrel Hill South
134941,40.45190048,-79.9240036,0,0,0,0,1,0,0,0,Squirrel Hill North
134942,40.43600082,-79.98010254,0,0,0,0,0,0,0,0,Bluff
134943,40.45610046,-79.89929962,0,0,0,0,0,0,0,0,Homewood South
134951,40.44189835,-79.99430084,0,0,0,0,0,0,0,0,Central Business District
134952,40.42750168,-79.97470093,0,0,0,1,0,0,0,0,South Side Flats
134955,40.45729828,-79.90899658,0,0,0,1,0,0,0,0,Homewood West
134958,40.39839935,-79.98860168,0,0,0,0,0,0,0,0,Carrick
134959,40.46569824,-79.90019989,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
134964,40.42430115,-80.00900269,0,0,0,0,0,0,0,0,Mount Washington
134966,40.4496994,-80.02510071,0,0,1,1,0,0,0,0,Chateau
134970,40.44820023,-79.98690033,0,0,0,0,0,0,0,0,Strip District
134971,40.43809891,-79.99440002,0,0,1,1,0,0,0,0,Central Business District
134973,40.44039917,-79.99720001,0,0,1,1,0,0,0,0,Central Business District
134976,40.41279984,-80.00969696,0,0,0,0,0,0,0,0,Brookline
134977,40.45100021,-80.02159882,0,0,0,0,1,0,0,0,Chateau
134978,40.46099854,-79.92489624,0,0,0,1,0,0,0,0,East Liberty
134980,40.45819855,-79.9897995,0,0,0,0,0,0,0,0,Troy Hill
134981,40.38980103,-79.93280029,0,0,0,1,0,0,0,0,Hays
134988,40.43360138,-79.91860199,1,0,0,0,0,0,0,0,Squirrel Hill South
134992,40.45550156,-80.02970123,0,0,0,0,0,0,0,0,Chateau
134993,40.45780182,-80.01309967,0,0,0,0,0,0,0,0,Central Northside
134997,40.45040131,-79.9280014,0,0,0,0,1,0,0,0,Shadyside
134998,40.39569855,-80.02249908,0,0,0,0,0,0,0,0,Brookline
135008,40.4280014,-80.03019714,0,0,0,1,0,0,0,0,Beechview
135010,40.4294014,-79.99680328,0,0,0,0,1,0,0,0,South Side Flats
135011,40.4408989,-79.97399902,0,0,0,1,0,0,0,0,Terrace Village
135012,40.43579865,-79.99669647,0,0,0,0,0,0,0,0,Central Business District
135015,40.4817009,-79.91840363,1,0,0,0,0,0,0,0,Highland Park
135017,40.44400024,-80.04060364,1,0,0,0,0,0,0,0,Elliott
135021,40.42240143,-79.96009827,0,0,0,1,0,0,0,0,South Side Flats
135026,40.42760086,-79.95359802,0,0,0,1,0,0,0,0,South Oakland
135027,40.42760086,-79.95359802,0,0,0,1,0,0,0,0,South Oakland
135028,40.43659973,-80.00090027,0,0,0,1,0,0,0,0,Central Business District
135030,40.42610168,-79.91400146,0,0,0,1,0,0,0,0,Squirrel Hill South
135032,40.42789841,-79.95449829,0,0,0,1,0,0,0,0,South Oakland
135036,40.47040176,-80.0177002,0,0,0,0,0,0,0,0,Perry South
135044,40.42570114,-79.9417038,0,0,0,1,0,0,0,0,Greenfield
135048,40.4333992,-79.92759705,0,0,0,1,0,0,0,0,Squirrel Hill South
135052,40.38069916,-79.99980164,0,0,0,1,0,0,0,0,Overbrook
135053,40.43529892,-79.95680237,0,0,0,0,0,0,0,0,Central Oakland
135054,40.38980103,-79.93280029,0,0,0,0,0,0,0,0,Hays
135058,40.48699951,-79.91649628,0,0,0,1,0,0,0,0,Highland Park
135062,40.46060181,-79.87290192,0,0,0,1,1,0,0,0,East Hills
135063,40.43439865,-79.92610168,0,0,0,0,0,0,0,0,Squirrel Hill South
135066,40.42050171,-79.98639679,1,0,0,0,0,0,0,0,South Side Slopes
135070,40.46640015,-79.9937973,0,0,0,0,0,0,0,0,Spring Hill-City View
135071,40.42670059,-79.91790009,0,0,0,0,0,0,0,0,Squirrel Hill South
135075,40.43799973,-80.00530243,0,0,0,1,0,0,0,0,Central Business District
135077,40.42839813,-79.97460175,0,0,0,0,0,0,0,0,South Side Flats
135081,40.45780182,-79.97419739,0,0,0,1,0,0,0,0,Strip District
135084,40.43709946,-79.99829865,0,0,0,1,0,0,0,0,Central Business District
135086,40.45920181,-79.92739868,0,0,1,1,0,0,0,0,Shadyside
135091,40.46630096,-79.99410248,0,0,0,0,0,0,0,0,Spring Hill-City View
135098,40.43489838,-79.95649719,0,0,0,1,0,0,0,0,South Oakland
135105,40.42610168,-79.91390228,0,0,0,1,0,0,0,0,Squirrel Hill South
135108,40.46099854,-80.03070068,0,0,0,0,0,0,0,0,Chateau
135109,40.40179825,-79.98930359,0,0,0,0,0,0,0,0,Carrick
135110,40.45289993,-79.92070007,0,0,0,0,0,0,0,0,Point Breeze
135112,40.4496994,-79.98609924,0,0,0,1,0,0,0,0,Strip District
135113,40.44630051,-79.94889832,0,0,0,1,0,0,0,0,North Oakland
135116,40.39419937,-80.02230072,0,0,0,0,0,0,0,0,Brookline
135117,40.45679855,-79.97570038,0,0,0,1,0,0,0,0,Strip District
135119,40.43980026,-79.89649963,0,0,0,1,0,0,0,0,Point Breeze
135121,40.48429871,-79.90779877,0,0,0,1,0,0,0,0,Highland Park
135130,40.42979813,-79.95809937,0,0,0,1,0,0,0,0,South Oakland
135136,40.45610046,-79.91539764,0,0,0,0,0,0,0,0,Larimer
135138,40.44889832,-79.96499634,0,0,0,0,0,0,0,0,Middle Hill
135149,40.45729828,-79.90899658,0,0,0,0,1,0,0,0,Homewood West
135152,40.41400146,-80.07309723,0,0,0,0,1,0,0,0,East Carnegie
135153,40.46220016,-80.03240204,0,1,0,0,1,0,0,0,Marshall-Shadeland
